policy,cycle,metric,value
C,11,supersession,1
C,11,lineage,1
C,11,confabulation,1
C,11,relationship,1
C,11,reunion,1
C,11,salience,1
C,11,overall,1
C,11,bytes,16394
C,11,noiseCount,0
C,11,fabricatedDates,7
C,12,current_fact,1
C,12,supersession,1
C,12,lineage,1
C,12,confabulation,1
C,12,relationship,1
C,12,reunion,1
C,12,salience,1
C,12,overall,1
C,12,bytes,19438
C,12,noiseCount,0
C,12,fabricatedDates,7
C,13,current_fact,1
C,13,trait,1
C,13,salience,1
C,13,overall,1
C,13,bytes,20597
C,13,noiseCount,0
C,13,fabricatedDates,7
C,14,current_fact,1
C,14,relationship,1
C,14,trait,1
C,14,salience,1
C,14,overall,1
C,14,bytes,20952
C,14,noiseCount,0
C,14,fabricatedDates,7
C,15,current_fact,1
C,15,relationship,1
C,15,trait,1
C,15,salience,1
C,15,overall,1
C,15,bytes,21416
C,15,noiseCount,0
C,15,fabricatedDates,8
C,16,current_fact,1
C,16,relationship,1
C,16,trait,1
C,16,salience,1
C,16,overall,1
C,16,bytes,17794
C,16,noiseCount,0
C,16,fabricatedDates,4
C,17,current_fact,1
C,17,relationship,1
C,17,salience,1
C,17,overall,1
C,17,bytes,19094
C,17,noiseCount,0
C,17,fabricatedDates,4
C,18,current_fact,1
C,18,relationship,1
C,18,salience,1
C,18,overall,1
C,18,bytes,19094
C,18,noiseCount,0
C,18,fabricatedDates,4
C,19,current_fact,1
C,19,confabulation,0
C,19,relationship,1
C,19,salience,1
C,19,overall,0.75
C,19,bytes,20840
C,19,noiseCount,0
C,19,fabricatedDates,5
C,20,current_fact,1
C,20,confabulation,0
C,20,relationship,1
C,20,salience,1
C,20,overall,0.75
C,20,bytes,21963
C,20,noiseCount,0
C,20,fabricatedDates,6
C,21,current_fact,1
C,21,confabulation,0
C,21,relationship,1
C,21,salience,1
C,21,overall,0.75
C,21,bytes,23280
C,21,noiseCount,0
C,21,fabricatedDates,6
C,22,current_fact,1
C,22,confabulation,0
C,22,relationship,1
C,22,salience,1
C,22,overall,0.75
C,22,bytes,24496
C,22,noiseCount,0
C,22,fabricatedDates,6
C,23,current_fact,1
C,23,confabulation,0
C,23,relationship,1
C,23,salience,1
C,23,overall,0.75
C,23,bytes,25759
C,23,noiseCount,0
C,23,fabricatedDates,7
C,24,current_fact,1
C,24,lineage,0
C,24,confabulation,0
C,24,relationship,1
C,24,reunion,1
C,24,trait,0
C,24,salience,1
C,24,overall,0.5714285714285714
C,24,bytes,26163
C,24,noiseCount,0
C,24,fabricatedDates,7
N,1,current_fact,1
N,1,confabulation,1
N,1,relationship,1
N,1,reunion,1
N,1,overall,1
N,1,bytes,1139
N,1,noiseCount,1
N,1,fabricatedDates,0
N,2,current_fact,1
N,2,confabulation,1
N,2,relationship,1
N,2,reunion,1
N,2,salience,1
N,2,overall,1
N,2,bytes,1700
N,2,noiseCount,2
N,2,fabricatedDates,0
N,3,current_fact,1
N,3,confabulation,1
N,3,relationship,1
N,3,reunion,1
N,3,salience,1
N,3,overall,1
N,3,bytes,2386
N,3,noiseCount,3
N,3,fabricatedDates,0
N,4,current_fact,1
N,4,confabulation,1
N,4,relationship,1
N,4,reunion,1
N,4,salience,1
N,4,overall,1
N,4,bytes,2735
N,4,noiseCount,3
N,4,fabricatedDates,1
N,5,current_fact,1
N,5,confabulation,1
N,5,relationship,1
N,5,reunion,1
N,5,salience,0.8571428571428571
N,5,overall,0.9714285714285713
N,5,bytes,3206
N,5,noiseCount,2
N,5,fabricatedDates,1
N,6,current_fact,1
N,6,confabulation,1
N,6,relationship,1
N,6,reunion,1
N,6,salience,0.8571428571428571
N,6,overall,0.9714285714285713
N,6,bytes,3702
N,6,noiseCount,0
N,6,fabricatedDates,1
N,7,current_fact,1
N,7,supersession,1
N,7,lineage,1
N,7,confabulation,1
N,7,relationship,0.875
N,7,reunion,1
N,7,salience,0.8571428571428571
N,7,overall,0.961734693877551
N,7,bytes,4679
N,7,noiseCount,0
N,7,fabricatedDates,3
N,8,current_fact,1
N,8,supersession,1
N,8,lineage,1
N,8,confabulation,1
N,8,relationship,1
N,8,reunion,1
N,8,salience,0.8571428571428571
N,8,overall,0.9795918367346939
N,8,bytes,5454
N,8,noiseCount,0
N,8,fabricatedDates,2
N,9,current_fact,1
N,9,supersession,1
N,9,lineage,1
N,9,confabulation,1
N,9,relationship,1
N,9,reunion,0.75
N,9,salience,0.8571428571428571
N,9,overall,0.9438775510204082
N,9,bytes,5299
N,9,noiseCount,0
N,9,fabricatedDates,1
N,10,current_fact,1
N,10,supersession,1
N,10,lineage,1
N,10,confabulation,1
N,10,relationship,1
N,10,reunion,1
N,10,salience,0.8571428571428571
N,10,overall,0.9795918367346939
N,10,bytes,6232
N,10,noiseCount,2
N,10,fabricatedDates,1
N,11,current_fact,1
N,11,supersession,1
N,11,lineage,1
N,11,confabulation,1
N,11,relationship,1
N,11,reunion,1
N,11,salience,0.8571428571428571
N,11,overall,0.9795918367346939
N,11,bytes,6254
N,11,noiseCount,0
N,11,fabricatedDates,2
N,12,current_fact,1
N,12,supersession,1
N,12,lineage,1
N,12,confabulation,1
N,12,relationship,1
N,12,reunion,1
N,12,salience,0.8571428571428571
N,12,overall,0.9795918367346939
N,12,bytes,6752
N,12,noiseCount,0
N,12,fabricatedDates,2
N,13,current_fact,1
N,13,trait,1
N,13,salience,0.8571428571428571
N,13,overall,0.9523809523809524
N,13,bytes,8011
N,13,noiseCount,1
N,13,fabricatedDates,2
N,14,current_fact,1
N,14,relationship,1
N,14,trait,1
N,14,salience,0.8571428571428571
N,14,overall,0.9642857142857143
N,14,bytes,8918
N,14,noiseCount,1
N,14,fabricatedDates,2
N,15,current_fact,1
N,15,relationship,1
N,15,trait,1
N,15,salience,0.8571428571428571
N,15,overall,0.9642857142857143
N,15,bytes,10096
N,15,noiseCount,1
N,15,fabricatedDates,3
N,16,current_fact,1
N,16,relationship,1
N,16,trait,1
N,16,salience,0.8571428571428571
N,16,overall,0.9642857142857143
N,16,bytes,12055
N,16,noiseCount,1
N,16,fabricatedDates,3
N,17,current_fact,1
N,17,relationship,1
N,17,salience,0.8571428571428571
N,17,overall,0.9523809523809524
N,17,bytes,13895
N,17,noiseCount,2
N,17,fabricatedDates,4
N,18,current_fact,1
N,18,relationship,0
N,18,salience,0.8571428571428571
N,18,overall,0.6190476190476191
N,18,bytes,14937
N,18,noiseCount,2
N,18,fabricatedDates,4
N,19,current_fact,1
N,19,confabulation,1
N,19,relationship,1
N,19,salience,0.8571428571428571
N,19,overall,0.9642857142857143
N,19,bytes,17333
N,19,noiseCount,2
N,19,fabricatedDates,5
N,20,current_fact,1
N,20,confabulation,0
N,20,relationship,1
N,20,salience,0.8571428571428571
N,20,overall,0.7142857142857143
N,20,bytes,17827
N,20,noiseCount,1
N,20,fabricatedDates,5
N,21,current_fact,0.75
N,21,confabulation,1
N,21,relationship,1
N,21,salience,0.8571428571428571
N,21,overall,0.9017857142857143
N,21,bytes,20470
N,21,noiseCount,2
N,21,fabricatedDates,6
N,22,current_fact,1
N,22,confabulation,0
N,22,relationship,1
N,22,salience,1
N,22,overall,0.75
N,22,bytes,22430
N,22,noiseCount,3
N,22,fabricatedDates,7
N,23,current_fact,1
N,23,confabulation,0
N,23,relationship,1
N,23,salience,1
N,23,overall,0.75
N,23,bytes,24340
N,23,noiseCount,3
N,23,fabricatedDates,8
